library_name,test_case_id,success,detection_time_ms,barcodes_detected,barcodes_expected,error_message,additional_metrics
ZXing_Cpp,angled_024,True,10.940399952232838,1,1,,"{'detection_time_api_ms': 10.884799994528294, 'barcode_data': [{'data': 'ANGLE750024', 'type': 'Code128', 'quality': 1.0, 'position': {'x': 404, 'y': 464, 'width': 0, 'height': 0}}], 'test_metadata': {'test_id': 'angled_024', 'image_path': 'generated_dataset\\angled_barcodes\\angled_024_angle75.png', 'barcode_data': ['ANGLE750024'], 'barcode_types': ['CODE128'], 'rotation_angle': 75, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_025,True,11.27810002071783,1,1,,"{'detection_time_api_ms': 11.227100039832294, 'barcode_data': [{'data': 'ANGLED025I', 'type': 'Code39', 'quality': 1.0, 'position': {'x': 150, 'y': 233, 'width': 0, 'height': 0}}], 'test_metadata': {'test_id': 'angled_025', 'image_path': 'generated_dataset\\angled_barcodes\\angled_025_angle15.png', 'barcode_data': ['ANGLED025'], 'barcode_types': ['CODE39'], 'rotation_angle': 15, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_026,False,12.191399990115315,0,1,,"{'detection_time_api_ms': 12.12829997530207, 'barcode_data': [], 'test_metadata': {'test_id': 'angled_026', 'image_path': 'generated_dataset\\angled_barcodes\\angled_026_angle30.png', 'barcode_data': ['200000000026'], 'barcode_types': ['EAN13'], 'rotation_angle': 30, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_027,True,10.138899961020797,1,1,,"{'detection_time_api_ms': 10.068700008559972, 'barcode_data': [{'data': 'https://example.com/angled/45/0027', 'type': 'QRCode', 'quality': 1.0, 'position': {'x': 234, 'y': 301, 'width': 0, 'height': 0}}], 'test_metadata': {'test_id': 'angled_027', 'image_path': 'generated_dataset\\angled_barcodes\\angled_027_angle45.png', 'barcode_data': ['https://example.com/angled/45/0027'], 'barcode_types': ['QR_CODE'], 'rotation_angle': 45, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_028,False,11.316899966914207,0,1,,"{'detection_time_api_ms': 11.262599960900843, 'barcode_data': [], 'test_metadata': {'test_id': 'angled_028', 'image_path': 'generated_dataset\\angled_barcodes\\angled_028_angle60.png', 'barcode_data': ['ANGLE600028'], 'barcode_types': ['CODE128'], 'rotation_angle': 60, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_029,True,13.50330002605915,1,1,,"{'detection_time_api_ms': 13.428799982648343, 'barcode_data': [{'data': 'ANGLED029M', 'type': 'Code39', 'quality': 1.0, 'position': {'x': 388, 'y': 527, 'width': 0, 'height': 0}}], 'test_metadata': {'test_id': 'angled_029', 'image_path': 'generated_dataset\\angled_barcodes\\angled_029_angle75.png', 'barcode_data': ['ANGLED029'], 'barcode_types': ['CODE39'], 'rotation_angle': 75, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_030,True,10.906700044870377,1,1,,"{'detection_time_api_ms': 10.82760002464056, 'barcode_data': [{'data': '2000000000305', 'type': 'EAN13', 'quality': 1.0, 'position': {'x': 188, 'y': 222, 'width': 0, 'height': 0}}], 'test_metadata': {'test_id': 'angled_030', 'image_path': 'generated_dataset\\angled_barcodes\\angled_030_angle15.png', 'barcode_data': ['200000000030'], 'barcode_types': ['EAN13'], 'rotation_angle': 15, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_031,True,10.943700035568327,1,1,,"{'detection_time_api_ms': 10.836599976755679, 'barcode_data': [{'data': 'https://example.com/angled/30/0031', 'type': 'QRCode', 'quality': 1.0, 'position': {'x': 239, 'y': 257, 'width': 0, 'height': 0}}], 'test_metadata': {'test_id': 'angled_031', 'image_path': 'generated_dataset\\angled_barcodes\\angled_031_angle30.png', 'barcode_data': ['https://example.com/angled/30/0031'], 'barcode_types': ['QR_CODE'], 'rotation_angle': 30, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_032,False,12.549000035505742,0,1,,"{'detection_time_api_ms': 12.44850002694875, 'barcode_data': [], 'test_metadata': {'test_id': 'angled_032', 'image_path': 'generated_dataset\\angled_barcodes\\angled_032_angle45.png', 'barcode_data': ['ANGLE450032'], 'barcode_types': ['CODE128'], 'rotation_angle': 45, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_033,False,12.92389997979626,0,1,,"{'detection_time_api_ms': 12.86169997183606, 'barcode_data': [], 'test_metadata': {'test_id': 'angled_033', 'image_path': 'generated_dataset\\angled_barcodes\\angled_033_angle60.png', 'barcode_data': ['ANGLED033'], 'barcode_types': ['CODE39'], 'rotation_angle': 60, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
